dataset_key,duplicate_keys,zotero_keys,data_source,study_code,tech_type,species_code,species,bird_id,age,sex,date_time,year,yday,week,week_date,season,x_coord,y_coord,grid_id,outlier
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4287,,,5/20/2014 18:33,2014,140,21,1000-05-26,spring,-83.2454,41.62301,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4287,,,5/20/2014 18:58,2014,140,21,1000-05-26,spring,-83.3383,41.6989,7197607,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4291,,,5/20/2014 19:07,2014,140,21,1000-05-26,spring,-83.3383,41.6989,7197607,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4300,,,5/20/2014 20:28,2014,140,21,1000-05-26,spring,-83.2454,41.62301,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4300,,,5/20/2014 20:56,2014,140,21,1000-05-26,spring,-83.3383,41.6989,7197607,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4276,,,5/21/2014 10:04,2014,141,21,1000-05-26,spring,-83.2313,41.611,7201708,
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4293,,,5/21/2014 18:01,2014,141,21,1000-05-26,spring,-83.2454,41.62301,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4293,,,5/21/2014 18:52,2014,141,21,1000-05-26,spring,-83.3383,41.6989,7197607,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4274,,,5/21/2014 19:54,2014,141,21,1000-05-26,spring,-83.2312,41.63121,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4274,,,5/21/2014 19:56,2014,141,21,1000-05-26,spring,-83.23124,41.62447,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4294,,,5/21/2014 19:56,2014,141,21,1000-05-26,spring,-83.2312,41.63121,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4294,,,5/21/2014 20:02,2014,141,21,1000-05-26,spring,-83.2454,41.62301,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4274,,,5/21/2014 20:45,2014,141,21,1000-05-26,spring,-83.23835,41.617,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4274,,,5/21/2014 20:52,2014,141,21,1000-05-26,spring,-83.2313,41.611,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4281,,,5/21/2014 20:57,2014,141,21,1000-05-26,spring,-83.2312,41.63121,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4281,,,5/21/2014 20:57,2014,141,21,1000-05-26,spring,-83.23124,41.62447,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4281,,,5/21/2014 21:06,2014,141,21,1000-05-26,spring,-83.2312,41.63121,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4281,,,5/21/2014 21:09,2014,141,21,1000-05-26,spring,-83.2454,41.62301,7201708,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4294,,,5/21/2014 21:12,2014,141,21,1000-05-26,spring,-83.3383,41.6989,7197607,nmg
mts_birds-canada_rtl_amered,,K4PWUX9R;4Q8CHN5A,mts,birds-canada-18,rtl,amered,American Redstart,4274,,,5/21/2014 21:46,2014,141,21,1000-05-26,spring,-83.3383,41.6989,7197607,nmg
