"mean","median","low95","up95","low85","up85","brdg","nonbrdg"
0.238653363825002,0.232235722477721,0.107851312786833,0.404844799020741,0.142999121628026,0.347514976964287,"12","203"
0.134854102191227,0.133744189877534,0.00704212416995722,0.296512035404998,0.0207367316126729,0.251674561110155,"13","203"
0.129882299785103,0.122945203513779,0.00566647865506623,0.302571493154044,0.017265054987583,0.255189563237687,"14","203"
0.143791134364289,0.14362802687135,0.0085262236575774,0.306259395110232,0.0246049658643788,0.262199296774115,"3","204"
0.160907620322707,0.160100998540283,0.0293925341103183,0.308169560783146,0.0530101922113525,0.268606875690654,"4","204"
0.143274805325612,0.143562391891645,0.00824160814631178,0.304289892086692,0.024195493510677,0.261165894611487,"6","204"
0.196055543470128,0.196514093023954,0.0650633187685164,0.333746537179315,0.0960426003937769,0.294283667823599,"7","204"
0.143842001178099,0.143825654942742,0.0083471045909531,0.30672224210309,0.0252693366381065,0.260729058452732,"8","204"
0.178835853793507,0.179460074782436,0.0370232696633089,0.334191420049463,0.0652484478455412,0.288882384839949,"12","204"
0.135704625047987,0.134415089661979,0.00743831890694433,0.295608409202881,0.0214852825051252,0.252758723814336,"13","204"
0.126148337478376,0.118003449512679,0.00545805136960848,0.299003837400072,0.0159900541765802,0.252939198057166,"14","204"
0.143549848815483,0.143844539933575,0.00822881415136897,0.306279237643695,0.0242735376142542,0.261725677945281,"3","211"
0.201027598284874,0.200402861080977,0.0672180647733,0.348734371580222,0.097042223732099,0.30396350483409,"4","211"
0.14334536185783,0.142948828804035,0.00797729060103666,0.30823209901961,0.0238556883222581,0.262200655220962,"6","211"
0.096414481086355,0.0832949946278271,0.00339924572409997,0.246505116749266,0.0104960865575109,0.210157433908299,"7","211"
0.142674583329627,0.141885516745225,0.00835782074708344,0.305985724589597,0.0242298774021189,0.26036421101797,"8","211"
0.116409964716469,0.107006595315873,0.00476775072722091,0.279201077498616,0.0138809142244533,0.237353027987766,"12","211"
0.134329881193915,0.131513702862927,0.00707481251618909,0.293932501681614,0.0207166983379233,0.251675788685995,"13","211"
0.124749293723098,0.116369396075441,0.00530482206198686,0.29605792187779,0.0157253214182277,0.250179478306815,"14","211"
